Category,Sub Category,Product,Description,Price,Product Image,Product Url,Configuration
Portables/Notebooks,Portables/Notebooks;MacBookCore;2;Duo13;;POC2A3G200SU,"MacBook C2D 2.0Ghz 13"" SupDrv (alu UB; L08) A1278 MB466[POC2A3G200SU]","MacBook with Intel Core 2 Duo (P7350) @ 2.0Ghz (1x processor; 2x cores);13.3"" LED-backlit glossy widescreen display;2Gb RAM DDR3 PC3-8500 (1066Mhz) SO-DIMM;160Gb Serial-ATA hard drive; 5400rpm;Slot-loading 8x SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;NVIDIA GeForce 9400M graphics card w/256MB DDR3 SDRAM shared with main memory;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in AirPort Extreme wireless 802.11a/b/g/n;Built-in Bluetooth 2.1 + EDR (Enhanced Data Rate) module;1x Mini DisplayPort with support for DVI, VGA, or dual-link DVI with adapter;2x USB 2.0 ports (up to 480 Mbps);MagSafe 60W Power Adapter with power cord;Built-in lithium-polymer battery;Apple model: A1278 (EMC 2254), MB466 (MacBook5,1);Apple description: MacBook (13-inch, Aluminium, Late 2008) [codename M97, ""Penryn""];Introduced: October 2008;Discontinued: June 2009",$595.00,http://www.applebits.net/images/products/po/c2/poc2mbpu13.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_40&products_id=526&osCsid=ot2gq1qankoms8inu4d0cpr1u3,
Portables/Notebooks,Portables/Notebooks;MacBookCore;2;Duo13;;POC2M3G200SB,"MacBook C2D 2.0Ghz 13"" SupDrv (black; MB) A1181 MA701[POC2M3G200SB]","MacBook with Intel Core 2 Duo (T7200) @ 2.0Ghz (1x processor; 2x cores);13.3in TFT glossy widescreen display;1Gb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;80Gb Serial-ATA hard drive; 5400rpm;Slot-loading SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;Intel GMA 950 graphics card w/64MB DDR2 SDRAM shared with main memory;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in Bluetooth 2.0 + EDR (Enhanced Data Rate) module;1x mini-DVI output port with support for DVI, VGA, S-video, and composite video;1x FireWire 400 port (up to 400 Mbps);2x USB 2.0 ports (up to 480 Mbps);MagSafe 60W Power Adapter with power cord;Lithium-polymer battery;Apple model: A1181 (EMC 2121), MA701 (MacBook2,1);Apple description: MacBook (13-inch) [codename ""Merom""];Introduced: November 2006;Discontinued: May 2007",$445.00,http://www.applebits.net/images/products/po/cd/pocdmb13b.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_40&products_id=591&osCsid=ot2gq1qankoms8inu4d0cpr1u3,
Portables/Notebooks,Portables/Notebooks;MacBookCore;2;Duo13;;POC2M3G20E9W,"MacBook C2D 2.0Ghz 13"" SupDrv (white; E09) A1181 MB881[POC2M3G20E9W]","MacBook with Intel Core 2 Duo (T7350) @ 2.0Ghz (1x processor; 2x cores);13.3in TFT glossy widescreen display;2Gb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;120Gb Serial-ATA hard drive; 5400rpm;Slot-loading SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;NVIDIA GeForce 9400M graphics card w/256MB DDR2 SDRAM shared with main memory;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in AirPort Extreme wireless 802.11a/b/g/n;Built-in Bluetooth 2.1 + EDR (Enhanced Data Rate) module;1x mini-DVI output port with support for DVI, VGA, S-video, and composite video;1x FireWire 400 port (up to 400 Mbps);2x USB 2.0 ports (up to 480 Mbps);MagSafe 60W Power Adapter with power cord;Lithium-polymer battery;Apple model: A1181 (EMC 2300), MB881 (MacBook5,2);Apple description: MacBook (13-inch Early 2009) [codename ""Merom""];Introduced: January 2009;Discontinued: May 2009",$515.00,http://www.applebits.net/images/products/po/cd/pocdmb13w.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_40&products_id=705&osCsid=ot2gq1qankoms8inu4d0cpr1u3,
Portables/Notebooks,Portables/Notebooks;MacBookCore;2;Duo13;;POC2M3G200SW,"MacBook C2D 2.0Ghz 13"" SupDrv (white; L06) A1181 MA700 Sale[POC2M3G200SW]","MacBook with Intel Core 2 Duo (T7200) @ 2.0Ghz (1x processor; 2x cores);13.3"" TFT glossy widescreen display;1Gb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;80Gb Serial-ATA hard drive; 5400rpm;Slot-loading SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;Intel GMA 950 graphics card w/64MB DDR2 SDRAM shared with main memory;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in AirPort Extreme wireless 802.11a/b/g/n;Built-in Bluetooth 2.0 + EDR (Enhanced Data Rate) module;1x mini-DVI output port with support for DVI, VGA, S-video, and composite video;1x FireWire 400 port (up to 400 Mbps);2x USB 2.0 ports (up to 480 Mbps);MagSafe 60W AC adapter with 'duck' head adapter;Lithium-polymer battery;Apple model: A1181 (EMC 2121), MA700 (MacBook2,1);Apple description: MacBook (13-inch Late 2006) [codename ""Merom""];Introduced: November 2006;Discontinued: May 2007",$315.00,http://www.applebits.net/images/products/po/cd/pocdmb13w.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_40&products_id=281&osCsid=ot2gq1qankoms8inu4d0cpr1u3,
Portables/Notebooks,Portables/Notebooks;MacBookCore;2;Duo13;;POC2M3G213SW,"MacBook C2D 2.13Ghz 13"" SupDrv (white; E09) A1181 MC240[POC2M3G213SW]","MacBook with Intel Core 2 Duo (7450) @ 2.13Ghz (1x processor; 2x cores);13.3in TFT glossy widescreen display;1Gb RAM DDR2 PC2-6400 (800Mhz) SO-DIMM;160Gb Serial-ATA hard drive; 5400rpm;Slot-loading SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;NVIDIA GeForce 9400M graphics card w/256MB DDR2 SDRAM shared with main memory;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in AirPort Extreme wireless 802.11a/b/g/n;Built-in Bluetooth 2.0 + EDR (Enhanced Data Rate) module;1x mini-DVI output port with support for DVI, VGA, S-video, and composite video;1x FireWire 400 port (up to 400 Mbps);2x USB 2.0 ports (up to 480 Mbps);MagSafe 60W Power Adapter with power cord;Lithium-polymer battery;Apple model: A1181 (EMC 2330), MC240 (MacBook5,2);Apple description: MacBook (13-inch, Mid 2009) [codename ""Penryn""];Introduced: May 2009;Discontinued: October 2009",$565.00,http://www.applebits.net/images/products/po/cd/pocdmb13w.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_40&products_id=378&osCsid=ot2gq1qankoms8inu4d0cpr1u3,
Portables/Notebooks,Portables/Notebooks;MacBookCore;2;Duo13;;POC2M3G216SW,"MacBook C2D 2.16Ghz 13"" SupDrv (white; M07) A1181 MB062[POC2M3G216SW]","MacBook with Intel Core 2 Duo (T7400) @ 2.16Ghz (1x processor; 2x cores);13.3in TFT glossy widescreen display;1Gb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;120Gb Serial-ATA hard drive; 5400rpm;Slot-loading SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;Intel GMA 950 graphics card w/64MB DDR2 SDRAM shared with main memory;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in AirPort Extreme wireless 802.11a/b/g/n;Built-in Bluetooth 2.0 + EDR (Enhanced Data Rate) module;1x mini-DVI output port with support for DVI, VGA, S-video, and composite video;1x FireWire 400 port (up to 400 Mbps);2x USB 2.0 ports (up to 480 Mbps);MagSafe 60W Power Adapter with power cord;Lithium-polymer battery;Apple model: A1181 (EMC 2139), MB062 (MacBook2,1);Apple description: MacBook (13-inch Mid 2007) [codename ""Merom""];Introduced: May 2007;Discontinued: November 2007",$435.00,http://www.applebits.net/images/products/po/cd/pocdmb13w.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_40&products_id=375&osCsid=ot2gq1qankoms8inu4d0cpr1u3,
Portables/Notebooks,Portables/Notebooks;MacBookCore;2;Duo13;;POC2M3G210OW,"MacBook C2D 2.1Ghz 13"" Combo/SupDrv (white; E08) A1181 MB402[POC2M3G210OW]","MacBook with Intel Core 2 Duo (T8100) @ 2.1Ghz (1x processor; 2x cores);13.3in TFT glossy widescreen display;1Gb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;120Gb Serial-ATA hard drive; 5400rpm;Slot-loading Combo optical drive -- reads/writes/rewrites CDs and reads DVDs only (does not write DVDs)-- Optional/later models with slot-loading SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;Intel GMA X3100 graphics card w/144MB DDR2 SDRAM shared with main memory;Built-in AirPort Extreme wireless 802.11a/b/g/n;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in AirPort Extreme wireless 802.11a/b/g/n;Built-in Bluetooth 2.0 + EDR (Enhanced Data Rate) module;1x mini-DVI output port with support for DVI, VGA, S-video, and composite video;1x FireWire 400 port (up to 400 Mbps);2x USB 2.0 ports (up to 480 Mbps);MagSafe 60W Power Adapter with power cord;Lithium-polymer battery;Apple model: A1181 (EMC 2242), MB402 (MacBook4,1);Apple description: MacBook (13-inch Early 2008);Introduced: February 2008 (SuperDrive model October 2008);Discontinued: October 2008 (SuperDrive model January 2009)",$465.00,http://www.applebits.net/images/products/po/cd/pocdmb13w.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_40&products_id=278&osCsid=ot2gq1qankoms8inu4d0cpr1u3,
Portables/Notebooks,Portables/Notebooks;MacBookCore;2;Duo13;;POC2M3G226L9,"MacBook C2D 2.26Ghz 13"" (white UB; L09) A1342 MC207[POC2M3G226L9]","MacBook with Intel Core 2 Duo (T7550) @ 2.26Ghz (1x processor; 2x cores);13.3"" LED-backlit glossy widescreen display;2Gb RAM DDR3 PC3-8500 (1066Mhz) SO-DIMM;250Gb Serial-ATA hard drive; 5400rpm;Slot-loading SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;NVIDIA GeForce 9400M graphics card w/256MB DDR3 SDRAM shared with main memory;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in AirPort Extreme wireless 802.11a/b/g/n;Built-in Bluetooth 2.1 + EDR (Enhanced Data Rate) module;1x mini-DVI output port with support for DVI, VGA, S-video, and composite video;2x USB 2.0 ports (up to 480 Mbps);MagSafe 60W Power Adapter with power cord;Built-in 60 watt lithium-polymer battery;Apple model: A1342 (EMC [TBA]), MC207 (MacBook6,1);Apple description: MacBook (13-inch Late 2009) [codename ""Penryn""];Introduced: October 2009;Discontinued: May 2010",$595.00,http://www.applebits.net/images/products/po/c2/poc2mb13-a1342.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_40&products_id=716&osCsid=ot2gq1qankoms8inu4d0cpr1u3,
Portables/Notebooks,Portables/Notebooks;MacBookCore;2;Duo13;;POC2M3G220SB,"MacBook C2D 2.2Ghz 13"" SupDrv (black; L07) A1181 MB063SR[POC2M3G220SB]","MacBook with Intel Core 2 Duo (T7500) @ 2.2Ghz (1x processor; 2x cores);13.3in TFT glossy widescreen display;1Gb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;160Gb Serial-ATA hard drive; 5400rpm;Slot-loading SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;Intel GMA X3100 graphics card w/144MB DDR2 SDRAM shared with main memory;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in AirPort Extreme Wi-Fi (based on IEEE 802.11n draft specification);Built-in Bluetooth 2.0 + EDR (Enhanced Data Rate) module;1x mini-DVI output port with support for DVI, VGA, S-video, and composite video;1x FireWire 400 port (up to 400 Mbps);2x USB 2.0 ports (up to 480 Mbps);MagSafe 60W Power Adapter with power cord;Lithium-polymer battery;Apple model: A1181 (EMC 2200), MB063 (MacBook3,1);Apple description: MacBook (13-inch Late 2007) [codename Santa-Rosa, ""Merom""];Introduced: November 2007;Discontinued: February 2008",$535.00,http://www.applebits.net/images/products/po/cd/pocdmb13b.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_40&products_id=444&osCsid=ot2gq1qankoms8inu4d0cpr1u3,
Portables/Notebooks,Portables/Notebooks;MacBookCore;2;Duo13;;POC2M3G220SW,"MacBook C2D 2.2Ghz 13"" SupDrv (white; L07) A1181 MB062SR[POC2M3G220SW]","MacBook with Intel Core 2 Duo (T7500) @ 2.2Ghz (1x processor; 2x cores);13.3in TFT glossy widescreen display;1Gb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;120Gb Serial-ATA hard drive; 5400rpm;Slot-loading SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;Intel GMA X3100 graphics card w/144MB DDR2 SDRAM shared with main memory;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in AirPort Extreme Wi-Fi (based on IEEE 802.11n draft specification);Built-in Bluetooth 2.0 + EDR (Enhanced Data Rate) module;1x mini-DVI output port with support for DVI, VGA, S-video, and composite video;1x FireWire 400 port (up to 400 Mbps);2x USB 2.0 ports (up to 480 Mbps);MagSafe 60W Power Adapter with power cord;Lithium-polymer battery;Apple model: A1181 (EMC 2200), MB062 (MacBook3,1);Apple description: MacBook (13-inch Late 2007) [codename Santa-Rosa, ""Merom""];Introduced: November 2007;Discontinued: February 2008",$485.00,http://www.applebits.net/images/products/po/cd/pocdmb13w.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_40&products_id=646&osCsid=ot2gq1qankoms8inu4d0cpr1u3,
Portables/Notebooks,Portables/Notebooks;MacBookCore;2;Duo13;;POC2M3G240M0,"MacBook C2D 2.4Ghz 13"" (white UB; M10) A1342 MC516[POC2M3G240M0]","MacBook with Intel Core 2 Duo (P8600) @ 2.4Ghz (1x processor; 2x cores);13.3"" LED-backlit glossy widescreen display;2Gb RAM DDR3 PC3-8500 (1066Mhz) SO-DIMM;250Gb Serial-ATA hard drive; 5400rpm;Slot-loading SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;NVIDIA GeForce 320M graphics card w/256MB DDR3 SDRAM shared with main memory;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in AirPort Extreme wireless 802.11a/b/g/n;Built-in Bluetooth 2.1 + EDR (Enhanced Data Rate) module;1x mini-DVI output port with support for DVI, VGA, S-video, and composite video;2x USB 2.0 ports (up to 480 Mbps);MagSafe 60W Power Adapter with power cord;Built-in 60 watt lithium-polymer battery;Apple model: A1342 (EMC 2395), MC516 (MacBook7,1);Apple description: MacBook (13-inch Mid 2010) [codename ""Penryn""];Introduced: May 2010;Discontinued: February 2012",$675.00,http://www.applebits.net/images/products/po/c2/poc2mb13-a1342.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_40&products_id=745&osCsid=ot2gq1qankoms8inu4d0cpr1u3,
Portables/Notebooks,Portables/Notebooks;MacBookCore;2;Duo13;;POC2M3G240SW,"MacBook C2D 2.4Ghz 13"" SupDrv (white; E08) A1181 MB403[POC2M3G240SW]","MacBook with Intel Core 2 Duo (T8300) @ 2.4Ghz (1x processor; 2x cores);13.3in TFT glossy widescreen display;2Gb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;160Gb Serial-ATA hard drive; 5400rpm;Slot-loading SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;Intel GMA X3100 graphics card w/144MB DDR2 SDRAM shared with main memory;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in AirPort Extreme wireless 802.11a/b/g/n;Built-in Bluetooth 2.0 + EDR (Enhanced Data Rate) module;1x mini-DVI output port with support for DVI, VGA, S-video, and composite video;1x FireWire 400 port (up to 400 Mbps);2x USB 2.0 ports (up to 480 Mbps);MagSafe 60W Power Adapter with power cord;Lithium-polymer battery;Apple model: A1181 (EMC 2242), MB403 (MacBook4,1);Apple description: MacBook (13-inch Early 2008) [codename ""Penryn""];Introduced: February 2008;Discontinued: October 2008",$525.00,http://www.applebits.net/images/products/po/cd/pocdmb13w.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_40&products_id=279&osCsid=ot2gq1qankoms8inu4d0cpr1u3,
Portables/Notebooks,Portables/Notebooks;MacBookCore;2;Duo13;;POCDM3G183CW,"MacBook CD 1.83Ghz 13"" Combo (white; MB) A1181 MA254[POCDM3G183CW]","MacBook with Intel Core Duo (T2400) @ 1.83Ghz (1x processor; 2x cores);13.3"" TFT glossy widescreen display;512Mb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;60Gb Serial-ATA hard drive; 5400rpm;Slot-loading Combo optical drive -- reads/writes/rewrites CDs and reads DVDs only (does not write DVDs);Intel GMA 950 graphics card w/64MB DDR2 SDRAM shared with main memory;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in AirPort Extreme wireless 802.11a/b/g/n;Built-in Bluetooth 2.0 + EDR (Enhanced Data Rate) module;1x mini-DVI output port with support for DVI, VGA, S-video, and composite video;1x FireWire 400 port (up to 400 Mbps);2x USB 2.0 ports (up to 480 Mbps);MagSafe 60W Power Adapter with power cord;Lithium-polymer battery;Apple model: A1181, MA254, MacBook1,1;Apple description: MacBook (13-inch) [codename ""Yonah""];Introduced: May 2006;Discontinued: November 2006",$295.00,http://www.applebits.net/images/products/po/cd/pocdmb13w.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_40&products_id=198&osCsid=ot2gq1qankoms8inu4d0cpr1u3,
Portables/Notebooks,Portables/Notebooks;MacBookCore;2;Duo13;;POCDM3G200SB,"MacBook CD 2.0Ghz 13"" SupDrv (black; MB) A1181 MA472[POCDM3G200SB]","MacBook with Intel Core Duo (T2500) @ 2.0Ghz (1x processor; 2x cores);13.3"" TFT glossy widescreen display;1Gb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;80Gb Serial-ATA hard drive; 5400rpm;Slot-loading SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;Intel GMA 950 graphics card w/64MB DDR2 SDRAM shared with main memory;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in Bluetooth 2.0 + EDR (Enhanced Data Rate) module;1x mini-DVI output port with support for DVI, VGA, S-video, and composite video;1x FireWire 400 port (up to 400 Mbps);2x USB 2.0 ports (up to 480 Mbps);MagSafe 60W Power Adapter with power cord;Lithium-polymer battery;Apple model: A1181 (EMC 2092), MA472 (MacBook1,1);Apple description: MacBook (13-inch) [codename ""Yonah""];Introduced: May 2006;Discontinued: November 2006",$395.00,http://www.applebits.net/images/products/po/cd/pocdmb13b.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_40&products_id=536&osCsid=ot2gq1qankoms8inu4d0cpr1u3,
Portables/Notebooks,Portables/Notebooks;MacBookCore;2;Duo13;;POCDM3G200SW,"MacBook CD 2.0Ghz 13"" SupDrv (white; MB) A1181 MA255[POCDM3G200SW]","MacBook with Intel Core Duo (T2500) @ 2.0Ghz (1x processor; 2x cores);13.3in TFT glossy widescreen display;512Mb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;60Gb Serial-ATA hard drive; 5400rpm;Slot-loading SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;Intel GMA 950 graphics card w/64MB DDR2 SDRAM shared with main memory;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in Bluetooth 2.0 + EDR (Enhanced Data Rate) module;1x mini-DVI output port with support for DVI, VGA, S-video, and composite video;1x FireWire 400 port (up to 400 Mbps);2x USB 2.0 ports (up to 480 Mbps);MagSafe 60W Power Adapter with power cord;Lithium-polymer battery;Apple model: A1181 (EMC 2092), MA254 (MacBook1,1);Apple description: MacBook (13-inch) [codename ""Yonah""];Introduced: May 2006;Discontinued: November 2006",$345.00,http://www.applebits.net/images/products/po/cd/pocdmb13w.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_40&products_id=199&osCsid=ot2gq1qankoms8inu4d0cpr1u3,
Portables/Notebooks,Portables/Notebooks;MacBookProCore;2;Duo15;;POC2P5G216C2,"MacBook Pro Core 2 Duo 2.16Ghz 15"" SupDrv (C2D) A1211 MA609[POC2P5G216C2]","MacBook Pro with Intel Core 2 Duo processor @ 2.16Ghz;15.4in TFT backlit widescreen display (matte or glossy);1Gb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;120Gb Serial-ATA hard drive; 5400rpm;Slot-loading SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;ATI Mobility Radeon X1600 with 128MB GDDR3 SDRAM; PCI Express;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in 802.11a/b/g/n AirPort Extreme wireless;Built-in Bluetooth 2.0 + EDR (Enhanced Data Rate) module;1x DVI output port with support for DVI, VGA, Composite and S-video (requires adapter);1x FireWire 400 port (up to 400 Mbps);1x FireWire 800 port (up to 800 Mbps);1x ExpressCard/34 slot;2x USB 2.0 ports (up to 480 Mbps);MagSafe 85W Power Adapter with power cord or power head adapter;Lithium-polymer battery;Apple model: A1211, MA609;Apple description: MacBook Pro (15-inch Core 2 Duo);Introduced: October 2006;Discontinued: June 2007",$515.00,http://www.applebits.net/images/products/po/cd/pocdmbp15.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_39&products_id=261&osCsid=451m5agr6mvndanvou74smflg4,
Portables/Notebooks,Portables/Notebooks;MacBookProCore;2;Duo15;;POC2P5G220M7,"MacBook Pro Core 2 Duo 2.2Ghz 15"" SupDrv (SR; M7) A1226 MA895[POC2P5G220M7]","MacBook Pro with Intel Core 2 Duo processor @ 2.2Ghz (Santa Rosa);15.4in TFT LED backlit widescreen display (matte or glossy);2Gb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;120Gb Serial-ATA hard drive; 5400rpm;Slot-loading SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;NVIDIA GeForce 8600M GT with 128MB GDDR3 SDRAM; PCI Express;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in 802.11a/b/g/n AirPort Extreme wireless;Built-in Bluetooth 2.0 + EDR (Enhanced Data Rate) module;1x DVI output port with support for DVI and VGA;1x FireWire 400 port (up to 400 Mbps);1x FireWire 800 port (up to 800 Mbps);1x ExpressCard/34 slot;2x USB 2.0 ports (up to 480 Mbps);MagSafe 85W Power Adapter with power cord or power head adapter;Lithium-polymer battery;Apple model: A1226, MA895;Apple description: MacBook Pro (15-inch Mid/Late 2007, 2.4/2.2Ghz);Introduced: June 2007;Discontinued: February 2008",$545.00,http://www.applebits.net/images/products/po/cd/pocdmbp15.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_39&products_id=277&osCsid=451m5agr6mvndanvou74smflg4,
Portables/Notebooks,Portables/Notebooks;MacBookProCore;2;Duo15;;POC2P5G233SD,"MacBook Pro Core 2 Duo 2.33Ghz 15"" SupDrv (C2D) A1211 MA610[POC2P5G233SD]","MacBook Pro with Intel Core 2 Duo processor @ 2.33Ghz;15.4in TFT backlit widescreen display (matte or glossy);1Gb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;120Gb Serial-ATA hard drive; 5400rpm;Slot-loading SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;ATI Mobility Radeon X1600 with 256MB GDDR3 SDRAM; PCI Express;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in 802.11a/b/g/n AirPort Extreme wireless;Built-in Bluetooth 2.0 + EDR (Enhanced Data Rate) module;1x DVI output port with support for DVI and VGA;1x FireWire 400 port (up to 400 Mbps);1x FireWire 800 port (up to 800 Mbps);1x ExpressCard/34 slot;2x USB 2.0 ports (up to 480 Mbps);MagSafe 85W Power Adapter with power cord or power head adapter;Lithium-polymer battery;Apple model: A1211, MA610;Apple description: MacBook Pro (15-inch Core 2 Duo);Introduced: October 2006;Discontinued: June 2007",$565.00,http://www.applebits.net/images/products/po/cd/pocdmbp15.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_39&products_id=265&osCsid=451m5agr6mvndanvou74smflg4,
Portables/Notebooks,Portables/Notebooks;MacBookProCore;2;Duo15;;POC2P5G240E8,"MacBook Pro Core 2 Duo 2.4Ghz 15"" SupDrv (E08) A1260 MB133[POC2P5G240E8]","MacBook Pro with Intel Core 2 Duo (T8300) processor @ 2.4Ghz (1x processor; 2x cores);15.4in TFT LED backlit widescreen display (matte or glossy);2Gb RAM DDR2 PC2-5300 (667Mhz) SO-DIMM;200Gb Serial-ATA hard drive; 5400rpm;Slot-loading 8x SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs;NVIDIA GeForce 8600M GT with 256MB GDDR3 SDRAM; PCI Express;Built-in iSight camera;Built-in stereo speakers, built-in omnidirectional microphone, combined optical digital audio input/audio line in, combined optical digital audio output/audio line out;Built-in 10/100/1000BASE-T (Gigabit) Ethernet;Built-in 802.11a/b/g/n AirPort Extreme wireless;Built-in Bluetooth 2.1 + EDR (Enhanced Data Rate) module;1x DVI output port with support for DVI and VGA;1x FireWire 400 port (up to 400 Mbps);1x FireWire 800 port (up to 800 Mbps);1x ExpressCard/34 slot;2x USB 2.0 ports (up to 480 Mbps);MagSafe 85W Power Adapter with power cord or power head adapter;Lithium-polymer battery;Apple model: A1260 (EMC 2198), MB133 (MacBookPro4,1);Apple description: MacBook Pro (15-inch Early 2008) [codename Penryn];Introduced: February 2008;Discontinued: October 2008",$645.00,http://www.applebits.net/images/products/po/cd/pocdmbp15.jpg,http://www.applebits.net/catalog/product_info.php?cPath=2_39&products_id=554&osCsid=451m5agr6mvndanvou74smflg4,
